,age,gender,q3,continente,q4,q6,q8,q21,q22,q41
746,22-24,Man,Russia,Asia,I prefer not to answer,1-3 years,Python,"1000-9,999 employees",1-2,Local development environments (RStudio-JupyterLab)
747,25-29,Man,Canada,América del Norte,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",10-14,Basic statistical software (Microsoft Excel-Google Sheets)
748,35-39,Man,Taiwan,Asia,Master’s degree,3-5 years,Python,"1000-9,999 employees",3-4,Local development environments (RStudio-JupyterLab)
749,30-34,Man,Peru,América del Sur,Master’s degree,5-10 years,R,"1000-9,999 employees",10-14,Local development environments (RStudio-JupyterLab)
750,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,C,50-249 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
751,22-24,Woman,India,Asia,Master’s degree,< 1 years,Python,"1000-9,999 employees",3-4,
752,25-29,Man,India,Asia,Doctoral degree,3-5 years,Python,50-249 employees,15-19,Basic statistical software (Microsoft Excel-Google Sheets)
753,22-24,Man,India,Asia,Master’s degree,< 1 years,R,50-249 employees,1-2,Local development environments (RStudio-JupyterLab)
754,55-59,Man,Australia,Oceanía,Doctoral degree,10-20 years,R,250-999 employees,20+,Local development environments (RStudio-JupyterLab)
755,22-24,Woman,India,Asia,Master’s degree,1-3 years,Python,"1000-9,999 employees",3-4,Business intelligence software (Salesforce-Tableau-Spotfire)
756,40-44,Man,Argentina,América del Sur,No formal education past high school,3-5 years,Python,"1000-9,999 employees",3-4,Local development environments (RStudio-JupyterLab)
757,25-29,Man,Uganda,África,Master’s degree,< 1 years,R,0-49 employees,1-2,Advanced statistical software (SPSS-SAS)
758,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",5-9,Basic statistical software (Microsoft Excel-Google Sheets)
759,40-44,Man,Brazil,América del Sur,Bachelor’s degree,10-20 years,None,"10,000 or more employees",20+,Business intelligence software (Salesforce-Tableau-Spotfire)
760,30-34,Man,Other,,Master’s degree,3-5 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
761,30-34,Man,Canada,América del Norte,Bachelor’s degree,3-5 years,SQL,"10,000 or more employees",20+,Local development environments (RStudio-JupyterLab)
762,35-39,Man,Egypt,África,Bachelor’s degree,5-10 years,C,0-49 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
763,30-34,Man,Other,,Bachelor’s degree,1-3 years,R,"1000-9,999 employees",1-2,Local development environments (RStudio-JupyterLab)
764,30-34,Man,Nigeria,África,Master’s degree,1-3 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
765,45-49,Man,Colombia,América del Sur,Master’s degree,20+ years,Python,50-249 employees,1-2,Local development environments (RStudio-JupyterLab)
766,18-21,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,< 1 years,Python,"1000-9,999 employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
767,55-59,Man,Canada,América del Norte,Master’s degree,10-20 years,R,0-49 employees,1-2,Business intelligence software (Salesforce-Tableau-Spotfire)
768,25-29,Man,India,Asia,Master’s degree,10-20 years,Python,"10,000 or more employees",3-4,
769,50-54,Man,Israel,Asia,Master’s degree,10-20 years,SQL,"1000-9,999 employees",1-2,Advanced statistical software (SPSS-SAS)
770,40-44,Prefer not to say,United States of America,América del Norte,Doctoral degree,10-20 years,R,"1000-9,999 employees",1-2,Local development environments (RStudio-JupyterLab)
771,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Python,,,
772,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",10-14,Local development environments (RStudio-JupyterLab)
773,35-39,Prefer not to say,Germany,Europa,Doctoral degree,10-20 years,Python,,,
774,22-24,Man,Egypt,África,Bachelor’s degree,1-3 years,Python,50-249 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
775,18-21,Man,I do not wish to disclose my location,NS/NC,Bachelor’s degree,1-3 years,SQL,"1000-9,999 employees",0,Basic statistical software (Microsoft Excel-Google Sheets)
776,25-29,Woman,Saudi Arabia,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2,Local development environments (RStudio-JupyterLab)
777,22-24,Woman,Kenya,África,Bachelor’s degree,1-3 years,Python,250-999 employees,3-4,Advanced statistical software (SPSS-SAS)
778,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,Python,50-249 employees,20+,Basic statistical software (Microsoft Excel-Google Sheets)
779,45-49,Man,Netherlands,Europa,Bachelor’s degree,20+ years,Python,"10,000 or more employees",20+,
780,25-29,Man,Canada,América del Norte,Master’s degree,1-3 years,SQL,"10,000 or more employees",20+,Local development environments (RStudio-JupyterLab)
781,30-34,Man,Bangladesh,Asia,No formal education past high school,3-5 years,Python,0-49 employees,0,Other
782,25-29,Man,India,Asia,Doctoral degree,3-5 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
783,30-34,Woman,Colombia,América del Sur,Master’s degree,3-5 years,Python,"1000-9,999 employees",3-4,Advanced statistical software (SPSS-SAS)
784,30-34,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",5-9,Basic statistical software (Microsoft Excel-Google Sheets)
785,25-29,Man,Russia,Asia,Master’s degree,3-5 years,Python,"1000-9,999 employees",20+,Local development environments (RStudio-JupyterLab)
786,30-34,Man,Canada,América del Norte,Master’s degree,5-10 years,Python,50-249 employees,1-2,Advanced statistical software (SPSS-SAS)
787,18-21,Man,Russia,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,Python,250-999 employees,10-14,Business intelligence software (Salesforce-Tableau-Spotfire)
788,30-34,Man,Sweden,Europa,Master’s degree,5-10 years,Python,,,
789,45-49,Man,Italy,Europa,Bachelor’s degree,10-20 years,Python,250-999 employees,5-9,Basic statistical software (Microsoft Excel-Google Sheets)
790,25-29,Woman,Viet Nam,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",3-4,
791,30-34,Man,Brazil,América del Sur,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",1-2,
792,22-24,Woman,India,Asia,Professional doctorate,I have never written code,,"1000-9,999 employees",20+,Advanced statistical software (SPSS-SAS)
793,25-29,Woman,India,Asia,Bachelor’s degree,< 1 years,Python,250-999 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
794,22-24,Man,Egypt,África,Master’s degree,3-5 years,Python,250-999 employees,3-4,Local development environments (RStudio-JupyterLab)
795,40-44,Man,Peru,América del Sur,Master’s degree,< 1 years,R,0-49 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
796,40-44,Man,Poland,Europa,Master’s degree,3-5 years,Python,"10,000 or more employees",1-2,Business intelligence software (Salesforce-Tableau-Spotfire)
797,50-54,Man,Belgium,Europa,Master’s degree,20+ years,Python,"1000-9,999 employees",3-4,Local development environments (RStudio-JupyterLab)
798,22-24,Man,Bangladesh,Asia,Some college/university study without earning a bachelor’s degree,1-3 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
799,18-21,Man,Egypt,África,Bachelor’s degree,1-3 years,Python,0-49 employees,20+,Basic statistical software (Microsoft Excel-Google Sheets)
800,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",3-4,
801,25-29,Man,India,Asia,Doctoral degree,1-3 years,Python,0-49 employees,3-4,
802,25-29,Man,India,Asia,Bachelor’s degree,I have never written code,,"10,000 or more employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
803,45-49,Woman,United States of America,América del Norte,Bachelor’s degree,1-3 years,SQL,250-999 employees,5-9,Business intelligence software (Salesforce-Tableau-Spotfire)
804,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,C++,,,
805,30-34,Man,Thailand,Asia,Master’s degree,< 1 years,SQL,50-249 employees,0,Business intelligence software (Salesforce-Tableau-Spotfire)
806,35-39,Man,Nigeria,África,Bachelor’s degree,1-3 years,SQL,"1000-9,999 employees",10-14,Basic statistical software (Microsoft Excel-Google Sheets)
807,45-49,Man,Egypt,África,Bachelor’s degree,< 1 years,Python,50-249 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
808,22-24,Woman,India,Asia,Master’s degree,1-3 years,Python,0-49 employees,0,Local development environments (RStudio-JupyterLab)
809,25-29,Woman,Viet Nam,Asia,Master’s degree,I have never written code,,"10,000 or more employees",20+,
810,25-29,Man,Colombia,América del Sur,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",15-19,Advanced statistical software (SPSS-SAS)
811,22-24,Man,Pakistan,Asia,Bachelor’s degree,1-3 years,SQL,0-49 employees,1-2,
812,40-44,Man,France,Europa,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
813,30-34,Man,India,Asia,Master’s degree,1-3 years,Python,"1000-9,999 employees",10-14,Local development environments (RStudio-JupyterLab)
814,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",3-4,Local development environments (RStudio-JupyterLab)
815,25-29,Man,Colombia,América del Sur,Master’s degree,1-3 years,Python,"1000-9,999 employees",3-4,Local development environments (RStudio-JupyterLab)
816,25-29,Woman,India,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",3-4,Local development environments (RStudio-JupyterLab)
817,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,0,
818,35-39,Man,United States of America,América del Norte,Professional doctorate,1-3 years,Python,"10,000 or more employees",20+,
819,45-49,Man,Poland,Europa,Master’s degree,5-10 years,Python,"1000-9,999 employees",1-2,
820,22-24,Prefer not to say,India,Asia,Doctoral degree,< 1 years,Python,"10,000 or more employees",10-14,Cloud-based data software & APIs (AWS-GCP-Azure)
821,25-29,Man,India,Asia,Master’s degree,< 1 years,Python,50-249 employees,0,
822,25-29,Man,Mexico,América del Sur,Bachelor’s degree,< 1 years,SQL,250-999 employees,10-14,Basic statistical software (Microsoft Excel-Google Sheets)
823,25-29,Man,Nigeria,África,Master’s degree,1-3 years,Python,0-49 employees,15-19,Basic statistical software (Microsoft Excel-Google Sheets)
824,30-34,Woman,United States of America,América del Norte,Master’s degree,5-10 years,Python,"10,000 or more employees",20+,Business intelligence software (Salesforce-Tableau-Spotfire)
825,30-34,Woman,Russia,Asia,I prefer not to answer,1-3 years,Python,"1000-9,999 employees",10-14,Local development environments (RStudio-JupyterLab)
826,25-29,Woman,Poland,Europa,Master’s degree,1-3 years,Python,50-249 employees,3-4,Business intelligence software (Salesforce-Tableau-Spotfire)
827,22-24,Woman,India,Asia,Master’s degree,3-5 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
828,25-29,Woman,India,Asia,Master’s degree,< 1 years,Python,0-49 employees,5-9,
829,35-39,Man,Nigeria,África,Bachelor’s degree,5-10 years,Python,0-49 employees,3-4,Local development environments (RStudio-JupyterLab)
830,35-39,Woman,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,10-20 years,None,"1000-9,999 employees",10-14,Advanced statistical software (SPSS-SAS)
831,30-34,Woman,Brazil,América del Sur,Bachelor’s degree,< 1 years,R,50-249 employees,15-19,Basic statistical software (Microsoft Excel-Google Sheets)
832,30-34,Man,Egypt,África,Bachelor’s degree,I have never written code,,250-999 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
833,35-39,Man,Peru,América del Sur,Master’s degree,1-3 years,Python,250-999 employees,5-9,Basic statistical software (Microsoft Excel-Google Sheets)
834,25-29,Man,Russia,Asia,Bachelor’s degree,3-5 years,Python,"1000-9,999 employees",20+,Business intelligence software (Salesforce-Tableau-Spotfire)
835,18-21,Man,Pakistan,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2,Business intelligence software (Salesforce-Tableau-Spotfire)
836,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2,Business intelligence software (Salesforce-Tableau-Spotfire)
837,45-49,Man,China,Asia,Bachelor’s degree,5-10 years,Python,"1000-9,999 employees",3-4,Cloud-based data software & APIs (AWS-GCP-Azure)
838,35-39,Woman,South Korea,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
839,45-49,Man,Mexico,América del Sur,Doctoral degree,10-20 years,R,"10,000 or more employees",20+,Local development environments (RStudio-JupyterLab)
840,22-24,Man,Bangladesh,Asia,Bachelor’s degree,3-5 years,Python,0-49 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
841,25-29,Prefer not to say,I do not wish to disclose my location,NS/NC,Master’s degree,3-5 years,R,,,
842,22-24,Man,India,Asia,Master’s degree,< 1 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
843,35-39,Man,"Iran, Islamic Republic of...",Asia,Doctoral degree,5-10 years,Python,250-999 employees,0,
844,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",3-4,Basic statistical software (Microsoft Excel-Google Sheets)
845,25-29,Woman,Viet Nam,Asia,Bachelor’s degree,< 1 years,Python,50-249 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
846,25-29,Woman,Thailand,Asia,Master’s degree,1-3 years,Python,50-249 employees,5-9,Business intelligence software (Salesforce-Tableau-Spotfire)
847,22-24,Man,China,Asia,Doctoral degree,1-3 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
848,22-24,Man,India,Asia,Bachelor’s degree,3-5 years,Python,250-999 employees,20+,Basic statistical software (Microsoft Excel-Google Sheets)
849,30-34,Man,Japan,Asia,Some college/university study without earning a bachelor’s degree,3-5 years,R,"10,000 or more employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
850,35-39,Man,India,Asia,Doctoral degree,< 1 years,SQL,0-49 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
851,22-24,Man,Other,,Bachelor’s degree,10-20 years,Python,"10,000 or more employees",20+,
852,35-39,Man,Pakistan,Asia,Some college/university study without earning a bachelor’s degree,I have never written code,,"10,000 or more employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
853,35-39,Man,Other,,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2,Cloud-based data software & APIs (AWS-GCP-Azure)
854,35-39,Man,Sweden,Europa,Master’s degree,< 1 years,Python,50-249 employees,1-2,Local development environments (RStudio-JupyterLab)
855,45-49,Man,Spain,Europa,Master’s degree,20+ years,Python,250-999 employees,0,Business intelligence software (Salesforce-Tableau-Spotfire)
856,25-29,Woman,China,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",20+,Local development environments (RStudio-JupyterLab)
857,30-34,Man,Ghana,África,Master’s degree,1-3 years,Python,250-999 employees,3-4,Advanced statistical software (SPSS-SAS)
