,age,gender,q3,continente,q4,q6,q21,q22,q39
601,25-29,Man,China,Asia,Bachelor’s degree,3-5 years,"1000-9,999 employees",3-4,GitHub
601,25-29,Man,China,Asia,Bachelor’s degree,3-5 years,"1000-9,999 employees",3-4,Personal blog
601,25-29,Man,China,Asia,Bachelor’s degree,3-5 years,"1000-9,999 employees",3-4,Kaggle
602,40-44,Man,Other,,Some college/university study without earning a bachelor’s degree,< 1 years,0-49 employees,0,I do not share my work publicly
603,35-39,Woman,Brazil,América del Sur,Master’s degree,< 1 years,"1000-9,999 employees",1-2,
604,22-24,Man,Other,,Master’s degree,1-3 years,50-249 employees,0,
605,22-24,Man,Russia,Asia,Bachelor’s degree,< 1 years,0-49 employees,1-2,
606,40-44,Man,Egypt,África,Bachelor’s degree,1-3 years,0-49 employees,5-9,GitHub
606,40-44,Man,Egypt,África,Bachelor’s degree,1-3 years,0-49 employees,5-9,Kaggle
606,40-44,Man,Egypt,África,Bachelor’s degree,1-3 years,0-49 employees,5-9,Colab
606,40-44,Man,Egypt,África,Bachelor’s degree,1-3 years,0-49 employees,5-9,Shiny
607,25-29,Woman,Nigeria,África,Master’s degree,< 1 years,0-49 employees,1-2,GitHub
607,25-29,Woman,Nigeria,África,Master’s degree,< 1 years,0-49 employees,1-2,Kaggle
608,30-34,Man,Poland,Europa,Master’s degree,1-3 years,"10,000 or more employees",0,
609,22-24,Woman,India,Asia,Bachelor’s degree,< 1 years,50-249 employees,3-4,
610,30-34,Man,Mexico,América del Sur,Bachelor’s degree,< 1 years,"10,000 or more employees",20+,I do not share my work publicly
611,40-44,Woman,United States of America,América del Norte,Doctoral degree,5-10 years,"10,000 or more employees",20+,
612,22-24,Man,India,Asia,Master’s degree,3-5 years,"10,000 or more employees",20+,I do not share my work publicly
613,30-34,Man,India,Asia,Doctoral degree,3-5 years,250-999 employees,1-2,
614,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,3-5 years,"10,000 or more employees",20+,
615,50-54,Man,Poland,Europa,No formal education past high school,10-20 years,0-49 employees,0,
616,40-44,Man,India,Asia,Master’s degree,10-20 years,"10,000 or more employees",20+,I do not share my work publicly
617,22-24,Woman,Indonesia,Asia,Bachelor’s degree,< 1 years,0-49 employees,1-2,GitHub
617,22-24,Woman,Indonesia,Asia,Bachelor’s degree,< 1 years,0-49 employees,1-2,Kaggle
617,22-24,Woman,Indonesia,Asia,Bachelor’s degree,< 1 years,0-49 employees,1-2,Colab
618,35-39,Man,Ghana,África,Bachelor’s degree,I have never written code,"1000-9,999 employees",10-14,
619,30-34,Woman,Other,,Master’s degree,< 1 years,"1000-9,999 employees",5-9,I do not share my work publicly
620,35-39,Man,Hong Kong (S.A.R.),Asia,Bachelor’s degree,10-20 years,250-999 employees,1-2,I do not share my work publicly
621,30-34,Man,India,Asia,Bachelor’s degree,1-3 years,"10,000 or more employees",0,I do not share my work publicly
622,35-39,Man,Argentina,América del Sur,Some college/university study without earning a bachelor’s degree,< 1 years,"10,000 or more employees",20+,I do not share my work publicly
623,40-44,Man,Morocco,África,Master’s degree,1-3 years,250-999 employees,1-2,
624,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,50-249 employees,3-4,
625,25-29,Woman,Czech Republic,Europa,Master’s degree,< 1 years,50-249 employees,5-9,I do not share my work publicly
626,18-21,Man,India,Asia,Bachelor’s degree,3-5 years,50-249 employees,3-4,
627,30-34,Man,India,Asia,Master’s degree,1-3 years,"10,000 or more employees",0,
628,25-29,Man,China,Asia,Master’s degree,1-3 years,0-49 employees,3-4,I do not share my work publicly
629,18-21,Man,India,Asia,Master’s degree,3-5 years,0-49 employees,0,
630,30-34,Man,Nigeria,África,Master’s degree,5-10 years,"1000-9,999 employees",3-4,GitHub
630,30-34,Man,Nigeria,África,Master’s degree,5-10 years,"1000-9,999 employees",3-4,Colab
631,50-54,Woman,Japan,Asia,No formal education past high school,20+ years,0-49 employees,3-4,I do not share my work publicly
632,25-29,Man,Nigeria,África,Master’s degree,< 1 years,0-49 employees,1-2,GitHub
633,18-21,Woman,China,Asia,Bachelor’s degree,< 1 years,250-999 employees,5-9,
634,30-34,Woman,China,Asia,Master’s degree,1-3 years,250-999 employees,1-2,GitHub
634,30-34,Woman,China,Asia,Master’s degree,1-3 years,250-999 employees,1-2,Kaggle
635,45-49,Man,Other,,Bachelor’s degree,10-20 years,250-999 employees,3-4,I do not share my work publicly
636,25-29,Man,Egypt,África,Master’s degree,< 1 years,0-49 employees,1-2,Colab
637,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,0-49 employees,1-2,GitHub
637,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,0-49 employees,1-2,Kaggle
638,35-39,Man,Brazil,América del Sur,Master’s degree,3-5 years,50-249 employees,5-9,
639,22-24,Man,India,Asia,Master’s degree,1-3 years,"10,000 or more employees",10-14,Kaggle
639,22-24,Man,India,Asia,Master’s degree,1-3 years,"10,000 or more employees",10-14,Colab
640,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,50-249 employees,10-14,GitHub
641,30-34,Man,United States of America,América del Norte,Master’s degree,5-10 years,0-49 employees,1-2,Plotly Dash
641,30-34,Man,United States of America,América del Norte,Master’s degree,5-10 years,0-49 employees,1-2,NBViewer
641,30-34,Man,United States of America,América del Norte,Master’s degree,5-10 years,0-49 employees,1-2,GitHub
641,30-34,Man,United States of America,América del Norte,Master’s degree,5-10 years,0-49 employees,1-2,Personal blog
641,30-34,Man,United States of America,América del Norte,Master’s degree,5-10 years,0-49 employees,1-2,Colab
641,30-34,Man,United States of America,América del Norte,Master’s degree,5-10 years,0-49 employees,1-2,Shiny
642,35-39,Man,Russia,Asia,Some college/university study without earning a bachelor’s degree,3-5 years,"10,000 or more employees",20+,GitHub
643,30-34,Man,Other,,Master’s degree,1-3 years,0-49 employees,1-2,I do not share my work publicly
644,25-29,Man,China,Asia,Doctoral degree,< 1 years,0-49 employees,1-2,I do not share my work publicly
645,30-34,Man,Egypt,África,Master’s degree,3-5 years,"10,000 or more employees",0,
646,35-39,Woman,China,Asia,Doctoral degree,10-20 years,0-49 employees,5-9,Personal blog
647,22-24,Man,Indonesia,Asia,Bachelor’s degree,3-5 years,0-49 employees,3-4,GitHub
647,22-24,Man,Indonesia,Asia,Bachelor’s degree,3-5 years,0-49 employees,3-4,Kaggle
647,22-24,Man,Indonesia,Asia,Bachelor’s degree,3-5 years,0-49 employees,3-4,Colab
648,25-29,Man,Other,,Bachelor’s degree,< 1 years,250-999 employees,10-14,Kaggle
649,40-44,Man,India,Asia,Master’s degree,1-3 years,"10,000 or more employees",20+,Kaggle
650,25-29,Man,Indonesia,Asia,Bachelor’s degree,3-5 years,0-49 employees,1-2,GitHub
650,25-29,Man,Indonesia,Asia,Bachelor’s degree,3-5 years,0-49 employees,1-2,Kaggle
650,25-29,Man,Indonesia,Asia,Bachelor’s degree,3-5 years,0-49 employees,1-2,Colab
650,25-29,Man,Indonesia,Asia,Bachelor’s degree,3-5 years,0-49 employees,1-2,Shiny
651,22-24,Woman,Kenya,África,Bachelor’s degree,< 1 years,0-49 employees,3-4,GitHub
651,22-24,Woman,Kenya,África,Bachelor’s degree,< 1 years,0-49 employees,3-4,Kaggle
652,45-49,Man,Other,,Some college/university study without earning a bachelor’s degree,5-10 years,50-249 employees,1-2,
653,35-39,Man,Pakistan,Asia,Master’s degree,< 1 years,250-999 employees,10-14,
654,22-24,Man,Czech Republic,Europa,Master’s degree,1-3 years,"10,000 or more employees",20+,
655,22-24,Man,Other,,Bachelor’s degree,< 1 years,0-49 employees,10-14,
656,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,1-3 years,50-249 employees,1-2,
657,45-49,Man,Argentina,América del Sur,Bachelor’s degree,< 1 years,"1000-9,999 employees",3-4,
658,40-44,Man,Japan,Asia,Master’s degree,1-3 years,0-49 employees,1-2,
659,18-21,Woman,India,Asia,Master’s degree,3-5 years,0-49 employees,0,I do not share my work publicly
660,18-21,Man,Pakistan,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,0-49 employees,1-2,I do not share my work publicly
661,30-34,Man,Other,,Bachelor’s degree,5-10 years,250-999 employees,1-2,Other
662,30-34,Man,Bangladesh,Asia,Master’s degree,1-3 years,50-249 employees,20+,GitHub
662,30-34,Man,Bangladesh,Asia,Master’s degree,1-3 years,50-249 employees,20+,Kaggle
662,30-34,Man,Bangladesh,Asia,Master’s degree,1-3 years,50-249 employees,20+,Colab
663,25-29,Man,Malaysia,Asia,Bachelor’s degree,1-3 years,0-49 employees,1-2,I do not share my work publicly
664,18-21,Man,India,Asia,Bachelor’s degree,3-5 years,"10,000 or more employees",3-4,GitHub
664,18-21,Man,India,Asia,Bachelor’s degree,3-5 years,"10,000 or more employees",3-4,Kaggle
664,18-21,Man,India,Asia,Bachelor’s degree,3-5 years,"10,000 or more employees",3-4,Colab
665,25-29,Man,Australia,Oceanía,Bachelor’s degree,< 1 years,"1000-9,999 employees",0,
666,25-29,Man,Nigeria,África,Some college/university study without earning a bachelor’s degree,< 1 years,"10,000 or more employees",5-9,Kaggle
667,30-34,Man,Germany,Europa,Bachelor’s degree,< 1 years,0-49 employees,1-2,Colab
668,30-34,Man,United States of America,América del Norte,Master’s degree,3-5 years,"10,000 or more employees",10-14,
669,30-34,Man,United States of America,América del Norte,Bachelor’s degree,3-5 years,"10,000 or more employees",20+,I do not share my work publicly
670,22-24,Man,India,Asia,Master’s degree,1-3 years,50-249 employees,1-2,Streamlit
670,22-24,Man,India,Asia,Master’s degree,1-3 years,50-249 employees,1-2,GitHub
670,22-24,Man,India,Asia,Master’s degree,1-3 years,50-249 employees,1-2,Kaggle
671,22-24,Woman,Egypt,África,Master’s degree,3-5 years,250-999 employees,0,GitHub
671,22-24,Woman,Egypt,África,Master’s degree,3-5 years,250-999 employees,0,Kaggle
672,45-49,Man,Egypt,África,Doctoral degree,5-10 years,"10,000 or more employees",0,GitHub
672,45-49,Man,Egypt,África,Doctoral degree,5-10 years,"10,000 or more employees",0,Kaggle
672,45-49,Man,Egypt,África,Doctoral degree,5-10 years,"10,000 or more employees",0,Colab
673,25-29,Woman,India,Asia,Master’s degree,< 1 years,50-249 employees,3-4,
674,22-24,Man,Kenya,África,Bachelor’s degree,1-3 years,,,
675,22-24,Man,China,Asia,Master’s degree,3-5 years,,,
676,55-59,Man,United States of America,América del Norte,Bachelor’s degree,20+ years,0-49 employees,0,I do not share my work publicly
677,35-39,Man,Canada,América del Norte,Master’s degree,3-5 years,"10,000 or more employees",15-19,GitHub
678,40-44,Woman,United States of America,América del Norte,Professional doctorate,20+ years,"1000-9,999 employees",20+,I do not share my work publicly
679,25-29,Woman,Other,,Bachelor’s degree,< 1 years,"1000-9,999 employees",1-2,
680,22-24,Man,Russia,Asia,Bachelor’s degree,1-3 years,"10,000 or more employees",20+,
681,25-29,Man,Australia,Oceanía,Master’s degree,5-10 years,0-49 employees,1-2,
682,18-21,Woman,Japan,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,0-49 employees,0,
683,22-24,Man,India,Asia,Master’s degree,< 1 years,0-49 employees,1-2,GitHub
683,22-24,Man,India,Asia,Master’s degree,< 1 years,0-49 employees,1-2,Kaggle
684,22-24,Man,Greece,Europa,Bachelor’s degree,5-10 years,"10,000 or more employees",20+,GitHub
684,22-24,Man,Greece,Europa,Bachelor’s degree,5-10 years,"10,000 or more employees",20+,Kaggle
684,22-24,Man,Greece,Europa,Bachelor’s degree,5-10 years,"10,000 or more employees",20+,Colab
685,30-34,Man,India,Asia,Master’s degree,1-3 years,250-999 employees,5-9,Streamlit
685,30-34,Man,India,Asia,Master’s degree,1-3 years,250-999 employees,5-9,GitHub
685,30-34,Man,India,Asia,Master’s degree,1-3 years,250-999 employees,5-9,Personal blog
685,30-34,Man,India,Asia,Master’s degree,1-3 years,250-999 employees,5-9,Colab
686,35-39,Man,Brazil,América del Sur,Master’s degree,10-20 years,"1000-9,999 employees",20+,I do not share my work publicly
687,25-29,Man,Other,,Master’s degree,1-3 years,"10,000 or more employees",20+,GitHub
687,25-29,Man,Other,,Master’s degree,1-3 years,"10,000 or more employees",20+,Kaggle
688,50-54,Man,Greece,Europa,Doctoral degree,I have never written code,"10,000 or more employees",0,
689,18-21,Woman,India,Asia,Bachelor’s degree,1-3 years,250-999 employees,1-2,GitHub
689,18-21,Woman,India,Asia,Bachelor’s degree,1-3 years,250-999 employees,1-2,Kaggle
690,35-39,Prefer not to say,India,Asia,Master’s degree,1-3 years,"10,000 or more employees",20+,GitHub
691,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,"10,000 or more employees",1-2,GitHub
691,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,"10,000 or more employees",1-2,Shiny
692,30-34,Woman,Russia,Asia,Master’s degree,< 1 years,250-999 employees,1-2,GitHub
693,22-24,Man,Kenya,África,Bachelor’s degree,< 1 years,250-999 employees,20+,GitHub
694,22-24,Woman,Pakistan,Asia,Master’s degree,1-3 years,0-49 employees,5-9,GitHub
694,22-24,Woman,Pakistan,Asia,Master’s degree,1-3 years,0-49 employees,5-9,Personal blog
694,22-24,Woman,Pakistan,Asia,Master’s degree,1-3 years,0-49 employees,5-9,Kaggle
695,40-44,Man,United States of America,América del Norte,Master’s degree,10-20 years,"10,000 or more employees",3-4,I do not share my work publicly
696,25-29,Man,Colombia,América del Sur,Bachelor’s degree,3-5 years,50-249 employees,3-4,GitHub
696,25-29,Man,Colombia,América del Sur,Bachelor’s degree,3-5 years,50-249 employees,3-4,Kaggle
696,25-29,Man,Colombia,América del Sur,Bachelor’s degree,3-5 years,50-249 employees,3-4,Colab
697,35-39,Man,United States of America,América del Norte,Master’s degree,5-10 years,"10,000 or more employees",20+,GitHub
697,35-39,Man,United States of America,América del Norte,Master’s degree,5-10 years,"10,000 or more employees",20+,Kaggle
698,18-21,Man,Russia,Asia,Bachelor’s degree,1-3 years,0-49 employees,1-2,Plotly Dash
698,18-21,Man,Russia,Asia,Bachelor’s degree,1-3 years,0-49 employees,1-2,GitHub
698,18-21,Man,Russia,Asia,Bachelor’s degree,1-3 years,0-49 employees,1-2,Kaggle
698,18-21,Man,Russia,Asia,Bachelor’s degree,1-3 years,0-49 employees,1-2,Colab
699,55-59,Man,United States of America,América del Norte,Bachelor’s degree,I have never written code,50-249 employees,1-2,
700,60-69,Man,United States of America,América del Norte,Doctoral degree,20+ years,0-49 employees,3-4,I do not share my work publicly
701,35-39,Woman,Canada,América del Norte,Master’s degree,3-5 years,"10,000 or more employees",20+,I do not share my work publicly
702,50-54,Man,Australia,Oceanía,Master’s degree,3-5 years,"10,000 or more employees",20+,GitHub
703,30-34,Man,Other,,Master’s degree,5-10 years,"1000-9,999 employees",10-14,GitHub
703,30-34,Man,Other,,Master’s degree,5-10 years,"1000-9,999 employees",10-14,Kaggle
704,25-29,Man,India,Asia,I prefer not to answer,3-5 years,"1000-9,999 employees",20+,I do not share my work publicly
705,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,0-49 employees,15-19,Other
706,40-44,Prefer not to say,Germany,Europa,Some college/university study without earning a bachelor’s degree,1-3 years,0-49 employees,0,
707,22-24,Man,China,Asia,Master’s degree,< 1 years,0-49 employees,3-4,Personal blog
708,18-21,Man,India,Asia,Master’s degree,1-3 years,50-249 employees,20+,
709,30-34,Man,Nigeria,África,Master’s degree,I have never written code,0-49 employees,0,
710,40-44,Man,United States of America,América del Norte,Master’s degree,20+ years,"10,000 or more employees",20+,
711,18-21,Man,Pakistan,Asia,Bachelor’s degree,I have never written code,0-49 employees,0,
712,22-24,Woman,Spain,Europa,Master’s degree,< 1 years,0-49 employees,1-2,
713,40-44,Man,Denmark,Europa,Master’s degree,1-3 years,"10,000 or more employees",5-9,I do not share my work publicly
714,40-44,Man,Brazil,América del Sur,Master’s degree,< 1 years,250-999 employees,3-4,
715,22-24,Man,Morocco,África,Master’s degree,1-3 years,0-49 employees,0,
716,25-29,Man,India,Asia,Bachelor’s degree,I have never written code,"10,000 or more employees",10-14,
717,30-34,Woman,Israel,Asia,Bachelor’s degree,1-3 years,"1000-9,999 employees",20+,GitHub
717,30-34,Woman,Israel,Asia,Bachelor’s degree,1-3 years,"1000-9,999 employees",20+,Kaggle
718,25-29,Man,India,Asia,Master’s degree,< 1 years,,,
719,25-29,Man,Uganda,África,Bachelor’s degree,1-3 years,50-249 employees,20+,
720,22-24,Woman,Nigeria,África,Bachelor’s degree,1-3 years,250-999 employees,3-4,
721,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,< 1 years,"1000-9,999 employees",3-4,
722,45-49,Man,United States of America,América del Norte,Master’s degree,5-10 years,50-249 employees,20+,I do not share my work publicly
723,35-39,Man,India,Asia,Master’s degree,1-3 years,"10,000 or more employees",3-4,GitHub
