,age,gender,q3,continente,q4,q6,q8,q21,q22,q34
661,30-34,Man,Other,,Bachelor’s degree,5-10 years,Python,250-999 employees,1-2, Microsoft Power BI
661,30-34,Man,Other,,Bachelor’s degree,5-10 years,Python,250-999 employees,1-2, Qlik
662,30-34,Man,Bangladesh,Asia,Master’s degree,1-3 years,Python,50-249 employees,20+, Salesforce
662,30-34,Man,Bangladesh,Asia,Master’s degree,1-3 years,Python,50-249 employees,20+, Domo
663,25-29,Man,Malaysia,Asia,Bachelor’s degree,1-3 years,SQL,0-49 employees,1-2, Microsoft Power BI
663,25-29,Man,Malaysia,Asia,Bachelor’s degree,1-3 years,SQL,0-49 employees,1-2, Tableau
664,18-21,Man,India,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",3-4, Tableau
665,25-29,Man,Australia,Oceanía,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",0,
666,25-29,Man,Nigeria,África,Some college/university study without earning a bachelor’s degree,< 1 years,Javascript,"10,000 or more employees",5-9, Google Data Studio
667,30-34,Man,Germany,Europa,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2, Google Data Studio
667,30-34,Man,Germany,Europa,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2, Tableau
668,30-34,Man,United States of America,América del Norte,Master’s degree,3-5 years,Python,"10,000 or more employees",10-14,
669,30-34,Man,United States of America,América del Norte,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",20+, Tableau
670,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,50-249 employees,1-2, Microsoft Power BI
670,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,50-249 employees,1-2, Tableau
671,22-24,Woman,Egypt,África,Master’s degree,3-5 years,Python,250-999 employees,0, Microsoft Power BI
671,22-24,Woman,Egypt,África,Master’s degree,3-5 years,Python,250-999 employees,0, Tableau
672,45-49,Man,Egypt,África,Doctoral degree,5-10 years,Python,"10,000 or more employees",0, None
673,25-29,Woman,India,Asia,Master’s degree,< 1 years,R,50-249 employees,3-4,
674,22-24,Man,Kenya,África,Bachelor’s degree,1-3 years,Python,,,
675,22-24,Man,China,Asia,Master’s degree,3-5 years,Python,,,
676,55-59,Man,United States of America,América del Norte,Bachelor’s degree,20+ years,SQL,0-49 employees,0, None
677,35-39,Man,Canada,América del Norte,Master’s degree,3-5 years,SQL,"10,000 or more employees",15-19, Microsoft Power BI
677,35-39,Man,Canada,América del Norte,Master’s degree,3-5 years,SQL,"10,000 or more employees",15-19, Google Data Studio
678,40-44,Woman,United States of America,América del Norte,Professional doctorate,20+ years,Python,"1000-9,999 employees",20+, Microsoft Power BI
678,40-44,Woman,United States of America,América del Norte,Professional doctorate,20+ years,Python,"1000-9,999 employees",20+, Tableau
679,25-29,Woman,Other,,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",1-2,
680,22-24,Man,Russia,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",20+,
681,25-29,Man,Australia,Oceanía,Master’s degree,5-10 years,Python,0-49 employees,1-2,
682,18-21,Woman,Japan,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,Python,0-49 employees,0,
683,22-24,Man,India,Asia,Master’s degree,< 1 years,Python,0-49 employees,1-2, Salesforce
684,22-24,Man,Greece,Europa,Bachelor’s degree,5-10 years,Python,"10,000 or more employees",20+, Microsoft Power BI
685,30-34,Man,India,Asia,Master’s degree,1-3 years,Julia,250-999 employees,5-9, Microsoft Power BI
686,35-39,Man,Brazil,América del Sur,Master’s degree,10-20 years,SQL,"1000-9,999 employees",20+, Microsoft Power BI
686,35-39,Man,Brazil,América del Sur,Master’s degree,10-20 years,SQL,"1000-9,999 employees",20+, Tableau
687,25-29,Man,Other,,Master’s degree,1-3 years,Python,"10,000 or more employees",20+, Microsoft Power BI
687,25-29,Man,Other,,Master’s degree,1-3 years,Python,"10,000 or more employees",20+, Looker
687,25-29,Man,Other,,Master’s degree,1-3 years,Python,"10,000 or more employees",20+, Tableau
688,50-54,Man,Greece,Europa,Doctoral degree,I have never written code,,"10,000 or more employees",0,
689,18-21,Woman,India,Asia,Bachelor’s degree,1-3 years,Python,250-999 employees,1-2, None
690,35-39,Prefer not to say,India,Asia,Master’s degree,1-3 years,R,"10,000 or more employees",20+, Microsoft Power BI
690,35-39,Prefer not to say,India,Asia,Master’s degree,1-3 years,R,"10,000 or more employees",20+, Salesforce
690,35-39,Prefer not to say,India,Asia,Master’s degree,1-3 years,R,"10,000 or more employees",20+, Tableau CRM
691,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",1-2, Microsoft Power BI
691,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",1-2, Tableau
691,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",1-2, Alteryx 
692,30-34,Woman,Russia,Asia,Master’s degree,< 1 years,Python,250-999 employees,1-2, Microsoft Power BI
692,30-34,Woman,Russia,Asia,Master’s degree,< 1 years,Python,250-999 employees,1-2, Tableau
693,22-24,Man,Kenya,África,Bachelor’s degree,< 1 years,Python,250-999 employees,20+, None
694,22-24,Woman,Pakistan,Asia,Master’s degree,1-3 years,Python,0-49 employees,5-9, Alteryx 
695,40-44,Man,United States of America,América del Norte,Master’s degree,10-20 years,SQL,"10,000 or more employees",3-4, None
696,25-29,Man,Colombia,América del Sur,Bachelor’s degree,3-5 years,Python,50-249 employees,3-4, None
697,35-39,Man,United States of America,América del Norte,Master’s degree,5-10 years,SQL,"10,000 or more employees",20+, Tableau
697,35-39,Man,United States of America,América del Norte,Master’s degree,5-10 years,SQL,"10,000 or more employees",20+, Alteryx 
697,35-39,Man,United States of America,América del Norte,Master’s degree,5-10 years,SQL,"10,000 or more employees",20+, Thoughtspot 
698,18-21,Man,Russia,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2, Microsoft Power BI
698,18-21,Man,Russia,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2, Tableau
698,18-21,Man,Russia,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2, Qlik
699,55-59,Man,United States of America,América del Norte,Bachelor’s degree,I have never written code,,50-249 employees,1-2,
700,60-69,Man,United States of America,América del Norte,Doctoral degree,20+ years,SQL,0-49 employees,3-4, None
701,35-39,Woman,Canada,América del Norte,Master’s degree,3-5 years,SQL,"10,000 or more employees",20+, Microsoft Power BI
702,50-54,Man,Australia,Oceanía,Master’s degree,3-5 years,Python,"10,000 or more employees",20+, Microsoft Power BI
702,50-54,Man,Australia,Oceanía,Master’s degree,3-5 years,Python,"10,000 or more employees",20+, Tableau
703,30-34,Man,Other,,Master’s degree,5-10 years,Python,"1000-9,999 employees",10-14, Microsoft Power BI
703,30-34,Man,Other,,Master’s degree,5-10 years,Python,"1000-9,999 employees",10-14, Google Data Studio
703,30-34,Man,Other,,Master’s degree,5-10 years,Python,"1000-9,999 employees",10-14, Salesforce
703,30-34,Man,Other,,Master’s degree,5-10 years,Python,"1000-9,999 employees",10-14, Tableau CRM
703,30-34,Man,Other,,Master’s degree,5-10 years,Python,"1000-9,999 employees",10-14, Qlik
703,30-34,Man,Other,,Master’s degree,5-10 years,Python,"1000-9,999 employees",10-14, Sisense 
704,25-29,Man,India,Asia,I prefer not to answer,3-5 years,Python,"1000-9,999 employees",20+, None
705,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,SQL,0-49 employees,15-19, Microsoft Power BI
705,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,SQL,0-49 employees,15-19, Tableau
705,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,SQL,0-49 employees,15-19, Salesforce
705,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,SQL,0-49 employees,15-19, Tableau CRM
706,40-44,Prefer not to say,Germany,Europa,Some college/university study without earning a bachelor’s degree,1-3 years,Python,0-49 employees,0,
707,22-24,Man,China,Asia,Master’s degree,< 1 years,Python,0-49 employees,3-4, Tableau
708,18-21,Man,India,Asia,Master’s degree,1-3 years,Java,50-249 employees,20+,
709,30-34,Man,Nigeria,África,Master’s degree,I have never written code,,0-49 employees,0,
710,40-44,Man,United States of America,América del Norte,Master’s degree,20+ years,SQL,"10,000 or more employees",20+,
711,18-21,Man,Pakistan,Asia,Bachelor’s degree,I have never written code,,0-49 employees,0,
712,22-24,Woman,Spain,Europa,Master’s degree,< 1 years,Python,0-49 employees,1-2,
713,40-44,Man,Denmark,Europa,Master’s degree,1-3 years,Python,"10,000 or more employees",5-9, Microsoft Power BI
713,40-44,Man,Denmark,Europa,Master’s degree,1-3 years,Python,"10,000 or more employees",5-9, Other
714,40-44,Man,Brazil,América del Sur,Master’s degree,< 1 years,SQL,250-999 employees,3-4,
715,22-24,Man,Morocco,África,Master’s degree,1-3 years,Python,0-49 employees,0,
716,25-29,Man,India,Asia,Bachelor’s degree,I have never written code,,"10,000 or more employees",10-14,
717,30-34,Woman,Israel,Asia,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",20+, Tableau
717,30-34,Woman,Israel,Asia,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",20+, Tableau CRM
717,30-34,Woman,Israel,Asia,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",20+, Qlik
718,25-29,Man,India,Asia,Master’s degree,< 1 years,Python,,,
719,25-29,Man,Uganda,África,Bachelor’s degree,1-3 years,Python,50-249 employees,20+,
720,22-24,Woman,Nigeria,África,Bachelor’s degree,1-3 years,Python,250-999 employees,3-4,
721,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",3-4,
722,45-49,Man,United States of America,América del Norte,Master’s degree,5-10 years,R,50-249 employees,20+, Microsoft Power BI
723,35-39,Man,India,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",3-4, Microsoft Power BI
723,35-39,Man,India,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",3-4, SAP Analytics Cloud 
724,25-29,Man,Ukraine,Europa,Master’s degree,3-5 years,SQL,50-249 employees,3-4, Other
725,30-34,Man,United Arab Emirates,Asia,Bachelor’s degree,1-3 years,Python,250-999 employees,1-2, Microsoft Power BI
725,30-34,Man,United Arab Emirates,Asia,Bachelor’s degree,1-3 years,Python,250-999 employees,1-2, Tableau
726,30-34,Man,Indonesia,Asia,Bachelor’s degree,5-10 years,SQL,"10,000 or more employees",1-2,
727,35-39,Man,India,Asia,Bachelor’s degree,10-20 years,Python,"1000-9,999 employees",15-19, Microsoft Power BI
727,35-39,Man,India,Asia,Bachelor’s degree,10-20 years,Python,"1000-9,999 employees",15-19, Qlik
728,30-34,Man,Peru,América del Sur,Master’s degree,1-3 years,Python,,,
729,30-34,Man,Belarus,Europa,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2,
730,40-44,Man,Canada,América del Norte,Master’s degree,5-10 years,Python,"1000-9,999 employees",20+,
731,25-29,Man,United States of America,América del Norte,Bachelor’s degree,1-3 years,Python,50-249 employees,5-9,
732,25-29,Man,United Arab Emirates,Asia,Bachelor’s degree,1-3 years,C++,0-49 employees,3-4,
733,18-21,Man,Australia,Oceanía,No formal education past high school,< 1 years,Python,0-49 employees,1-2,
734,35-39,Man,Nigeria,África,Bachelor’s degree,10-20 years,Python,0-49 employees,0,
735,40-44,Man,Other,,No formal education past high school,< 1 years,Python,0-49 employees,3-4,
736,30-34,Woman,Nigeria,África,Master’s degree,1-3 years,Python,0-49 employees,1-2,
737,25-29,Woman,Kenya,África,Bachelor’s degree,I have never written code,,"1000-9,999 employees",20+,
738,22-24,Man,Nepal,Asia,Bachelor’s degree,1-3 years,C,50-249 employees,10-14,
739,25-29,Woman,Viet Nam,Asia,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",1-2, Microsoft Power BI
740,30-34,Man,Viet Nam,Asia,Master’s degree,1-3 years,Python,50-249 employees,0,
741,25-29,Man,Spain,Europa,Some college/university study without earning a bachelor’s degree,< 1 years,Python,0-49 employees,0,
742,45-49,Woman,United States of America,América del Norte,Bachelor’s degree,1-3 years,Python,0-49 employees,0,
743,18-21,Woman,United States of America,América del Norte,Master’s degree,5-10 years,R,"1000-9,999 employees",3-4, Microsoft Power BI
744,22-24,Man,India,Asia,I prefer not to answer,3-5 years,Python,0-49 employees,3-4,
745,35-39,Man,Kenya,África,Bachelor’s degree,3-5 years,Python,0-49 employees,3-4, Tableau CRM
745,35-39,Man,Kenya,África,Bachelor’s degree,3-5 years,Python,0-49 employees,3-4, SAP Analytics Cloud 
746,22-24,Man,Russia,Asia,I prefer not to answer,1-3 years,Python,"1000-9,999 employees",1-2,
747,25-29,Man,Canada,América del Norte,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",10-14, None
748,35-39,Man,Taiwan,Asia,Master’s degree,3-5 years,Python,"1000-9,999 employees",3-4, Tableau
749,30-34,Man,Peru,América del Sur,Master’s degree,5-10 years,R,"1000-9,999 employees",10-14, Microsoft Power BI
750,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,C,50-249 employees,1-2, Tableau
751,22-24,Woman,India,Asia,Master’s degree,< 1 years,Python,"1000-9,999 employees",3-4,
752,25-29,Man,India,Asia,Doctoral degree,3-5 years,Python,50-249 employees,15-19,
753,22-24,Man,India,Asia,Master’s degree,< 1 years,R,50-249 employees,1-2,
754,55-59,Man,Australia,Oceanía,Doctoral degree,10-20 years,R,250-999 employees,20+,
755,22-24,Woman,India,Asia,Master’s degree,1-3 years,Python,"1000-9,999 employees",3-4,
756,40-44,Man,Argentina,América del Sur,No formal education past high school,3-5 years,Python,"1000-9,999 employees",3-4, Microsoft Power BI
757,25-29,Man,Uganda,África,Master’s degree,< 1 years,R,0-49 employees,1-2, None
758,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",5-9,
759,40-44,Man,Brazil,América del Sur,Bachelor’s degree,10-20 years,None,"10,000 or more employees",20+, Microsoft Power BI
760,30-34,Man,Other,,Master’s degree,3-5 years,Python,0-49 employees,1-2, Microsoft Power BI
761,30-34,Man,Canada,América del Norte,Bachelor’s degree,3-5 years,SQL,"10,000 or more employees",20+, Microsoft Power BI
762,35-39,Man,Egypt,África,Bachelor’s degree,5-10 years,C,0-49 employees,0,
763,30-34,Man,Other,,Bachelor’s degree,1-3 years,R,"1000-9,999 employees",1-2, Microsoft Power BI
763,30-34,Man,Other,,Bachelor’s degree,1-3 years,R,"1000-9,999 employees",1-2, Tableau
764,30-34,Man,Nigeria,África,Master’s degree,1-3 years,Python,0-49 employees,1-2,
765,45-49,Man,Colombia,América del Sur,Master’s degree,20+ years,Python,50-249 employees,1-2, Microsoft Power BI
765,45-49,Man,Colombia,América del Sur,Master’s degree,20+ years,Python,50-249 employees,1-2, Google Data Studio
765,45-49,Man,Colombia,América del Sur,Master’s degree,20+ years,Python,50-249 employees,1-2, Qlik
766,18-21,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,< 1 years,Python,"1000-9,999 employees",20+, Microsoft Power BI
766,18-21,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,< 1 years,Python,"1000-9,999 employees",20+, Tableau CRM
767,55-59,Man,Canada,América del Norte,Master’s degree,10-20 years,R,0-49 employees,1-2,Amazon QuickSight
767,55-59,Man,Canada,América del Norte,Master’s degree,10-20 years,R,0-49 employees,1-2, Google Data Studio
767,55-59,Man,Canada,América del Norte,Master’s degree,10-20 years,R,0-49 employees,1-2, Tableau
767,55-59,Man,Canada,América del Norte,Master’s degree,10-20 years,R,0-49 employees,1-2, SAP Analytics Cloud 
768,25-29,Man,India,Asia,Master’s degree,10-20 years,Python,"10,000 or more employees",3-4,
769,50-54,Man,Israel,Asia,Master’s degree,10-20 years,SQL,"1000-9,999 employees",1-2, Qlik
770,40-44,Prefer not to say,United States of America,América del Norte,Doctoral degree,10-20 years,R,"1000-9,999 employees",1-2, None
771,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Python,,,
772,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",10-14,Amazon QuickSight
772,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",10-14, Google Data Studio
773,35-39,Prefer not to say,Germany,Europa,Doctoral degree,10-20 years,Python,,,
774,22-24,Man,Egypt,África,Bachelor’s degree,1-3 years,Python,50-249 employees,0,
775,18-21,Man,I do not wish to disclose my location,NS/NC,Bachelor’s degree,1-3 years,SQL,"1000-9,999 employees",0, None
776,25-29,Woman,Saudi Arabia,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2,
777,22-24,Woman,Kenya,África,Bachelor’s degree,1-3 years,Python,250-999 employees,3-4, Microsoft Power BI
777,22-24,Woman,Kenya,África,Bachelor’s degree,1-3 years,Python,250-999 employees,3-4, Tableau
778,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,Python,50-249 employees,20+, Microsoft Power BI
