,age,gender,q3,continente,q4,q6,q8,q21,q22,q32
803,45-49,Woman,United States of America,América del Norte,Bachelor’s degree,1-3 years,SQL,250-999 employees,5-9, PostgreSQL 
803,45-49,Woman,United States of America,América del Norte,Bachelor’s degree,1-3 years,SQL,250-999 employees,5-9, Microsoft Azure SQL Database 
804,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,C++,,,
805,30-34,Man,Thailand,Asia,Master’s degree,< 1 years,SQL,50-249 employees,0, SQLite 
806,35-39,Man,Nigeria,África,Bachelor’s degree,1-3 years,SQL,"1000-9,999 employees",10-14, Microsoft SQL Server 
806,35-39,Man,Nigeria,África,Bachelor’s degree,1-3 years,SQL,"1000-9,999 employees",10-14, Microsoft Azure SQL Database 
807,45-49,Man,Egypt,África,Bachelor’s degree,< 1 years,Python,50-249 employees,0,
808,22-24,Woman,India,Asia,Master’s degree,1-3 years,Python,0-49 employees,0, None
809,25-29,Woman,Viet Nam,Asia,Master’s degree,I have never written code,,"10,000 or more employees",20+,
810,25-29,Man,Colombia,América del Sur,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",15-19,MySQL 
810,25-29,Man,Colombia,América del Sur,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",15-19, Oracle Database 
811,22-24,Man,Pakistan,Asia,Bachelor’s degree,1-3 years,SQL,0-49 employees,1-2,
812,40-44,Man,France,Europa,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2, None
813,30-34,Man,India,Asia,Master’s degree,1-3 years,Python,"1000-9,999 employees",10-14,
814,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",3-4, None
815,25-29,Man,Colombia,América del Sur,Master’s degree,1-3 years,Python,"1000-9,999 employees",3-4,
816,25-29,Woman,India,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",3-4, None
817,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,0,
818,35-39,Man,United States of America,América del Norte,Professional doctorate,1-3 years,Python,"10,000 or more employees",20+,
819,45-49,Man,Poland,Europa,Master’s degree,5-10 years,Python,"1000-9,999 employees",1-2,
820,22-24,Prefer not to say,India,Asia,Doctoral degree,< 1 years,Python,"10,000 or more employees",10-14,
821,25-29,Man,India,Asia,Master’s degree,< 1 years,Python,50-249 employees,0,
822,25-29,Man,Mexico,América del Sur,Bachelor’s degree,< 1 years,SQL,250-999 employees,10-14, Oracle Database 
822,25-29,Man,Mexico,América del Sur,Bachelor’s degree,< 1 years,SQL,250-999 employees,10-14, Google Cloud BigQuery 
823,25-29,Man,Nigeria,África,Master’s degree,1-3 years,Python,0-49 employees,15-19,MySQL 
824,30-34,Woman,United States of America,América del Norte,Master’s degree,5-10 years,Python,"10,000 or more employees",20+,MySQL 
825,30-34,Woman,Russia,Asia,I prefer not to answer,1-3 years,Python,"1000-9,999 employees",10-14,
826,25-29,Woman,Poland,Europa,Master’s degree,1-3 years,Python,50-249 employees,3-4,MySQL 
827,22-24,Woman,India,Asia,Master’s degree,3-5 years,Python,0-49 employees,1-2,
828,25-29,Woman,India,Asia,Master’s degree,< 1 years,Python,0-49 employees,5-9,
829,35-39,Man,Nigeria,África,Bachelor’s degree,5-10 years,Python,0-49 employees,3-4, MongoDB 
830,35-39,Woman,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,10-20 years,None,"1000-9,999 employees",10-14,MySQL 
830,35-39,Woman,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,10-20 years,None,"1000-9,999 employees",10-14, PostgreSQL 
831,30-34,Woman,Brazil,América del Sur,Bachelor’s degree,< 1 years,R,50-249 employees,15-19, SQLite 
831,30-34,Woman,Brazil,América del Sur,Bachelor’s degree,< 1 years,R,50-249 employees,15-19, MongoDB 
831,30-34,Woman,Brazil,América del Sur,Bachelor’s degree,< 1 years,R,50-249 employees,15-19, Microsoft SQL Server 
832,30-34,Man,Egypt,África,Bachelor’s degree,I have never written code,,250-999 employees,0,
833,35-39,Man,Peru,América del Sur,Master’s degree,1-3 years,Python,250-999 employees,5-9,MySQL 
833,35-39,Man,Peru,América del Sur,Master’s degree,1-3 years,Python,250-999 employees,5-9, Oracle Database 
833,35-39,Man,Peru,América del Sur,Master’s degree,1-3 years,Python,250-999 employees,5-9, Google Cloud BigTable 
834,25-29,Man,Russia,Asia,Bachelor’s degree,3-5 years,Python,"1000-9,999 employees",20+,MySQL 
834,25-29,Man,Russia,Asia,Bachelor’s degree,3-5 years,Python,"1000-9,999 employees",20+, PostgreSQL 
835,18-21,Man,Pakistan,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2,
836,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2,MySQL 
836,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2, PostgreSQL 
836,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2, Oracle Database 
836,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2, Amazon Aurora 
836,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2, Amazon RDS 
836,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2, Amazon DynamoDB 
837,45-49,Man,China,Asia,Bachelor’s degree,5-10 years,Python,"1000-9,999 employees",3-4,MySQL 
837,45-49,Man,China,Asia,Bachelor’s degree,5-10 years,Python,"1000-9,999 employees",3-4, PostgreSQL 
837,45-49,Man,China,Asia,Bachelor’s degree,5-10 years,Python,"1000-9,999 employees",3-4, SQLite 
838,35-39,Woman,South Korea,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2, None
839,45-49,Man,Mexico,América del Sur,Doctoral degree,10-20 years,R,"10,000 or more employees",20+,MySQL 
839,45-49,Man,Mexico,América del Sur,Doctoral degree,10-20 years,R,"10,000 or more employees",20+, Google Cloud BigQuery 
839,45-49,Man,Mexico,América del Sur,Doctoral degree,10-20 years,R,"10,000 or more employees",20+, Google Cloud SQL 
840,22-24,Man,Bangladesh,Asia,Bachelor’s degree,3-5 years,Python,0-49 employees,0,
841,25-29,Prefer not to say,I do not wish to disclose my location,NS/NC,Master’s degree,3-5 years,R,,,
842,22-24,Man,India,Asia,Master’s degree,< 1 years,Python,0-49 employees,1-2,
843,35-39,Man,"Iran, Islamic Republic of...",Asia,Doctoral degree,5-10 years,Python,250-999 employees,0,
844,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",3-4, Snowflake 
844,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",3-4, Microsoft Azure Cosmos DB 
845,25-29,Woman,Viet Nam,Asia,Bachelor’s degree,< 1 years,Python,50-249 employees,3-4,MySQL 
845,25-29,Woman,Viet Nam,Asia,Bachelor’s degree,< 1 years,Python,50-249 employees,3-4, PostgreSQL 
845,25-29,Woman,Viet Nam,Asia,Bachelor’s degree,< 1 years,Python,50-249 employees,3-4, Oracle Database 
846,25-29,Woman,Thailand,Asia,Master’s degree,1-3 years,Python,50-249 employees,5-9,
847,22-24,Man,China,Asia,Doctoral degree,1-3 years,Python,0-49 employees,1-2, MongoDB 
847,22-24,Man,China,Asia,Doctoral degree,1-3 years,Python,0-49 employees,1-2, Microsoft Azure Cosmos DB 
848,22-24,Man,India,Asia,Bachelor’s degree,3-5 years,Python,250-999 employees,20+,
849,30-34,Man,Japan,Asia,Some college/university study without earning a bachelor’s degree,3-5 years,R,"10,000 or more employees",20+, PostgreSQL 
849,30-34,Man,Japan,Asia,Some college/university study without earning a bachelor’s degree,3-5 years,R,"10,000 or more employees",20+, SQLite 
849,30-34,Man,Japan,Asia,Some college/university study without earning a bachelor’s degree,3-5 years,R,"10,000 or more employees",20+, Amazon Redshift 
849,30-34,Man,Japan,Asia,Some college/university study without earning a bachelor’s degree,3-5 years,R,"10,000 or more employees",20+, Amazon RDS 
849,30-34,Man,Japan,Asia,Some college/university study without earning a bachelor’s degree,3-5 years,R,"10,000 or more employees",20+, Google Cloud SQL 
850,35-39,Man,India,Asia,Doctoral degree,< 1 years,SQL,0-49 employees,0, None
851,22-24,Man,Other,,Bachelor’s degree,10-20 years,Python,"10,000 or more employees",20+, Snowflake 
851,22-24,Man,Other,,Bachelor’s degree,10-20 years,Python,"10,000 or more employees",20+, Google Cloud BigQuery 
851,22-24,Man,Other,,Bachelor’s degree,10-20 years,Python,"10,000 or more employees",20+, Google Cloud BigTable 
852,35-39,Man,Pakistan,Asia,Some college/university study without earning a bachelor’s degree,I have never written code,,"10,000 or more employees",20+,
853,35-39,Man,Other,,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2, PostgreSQL 
854,35-39,Man,Sweden,Europa,Master’s degree,< 1 years,Python,50-249 employees,1-2, Oracle Database 
854,35-39,Man,Sweden,Europa,Master’s degree,< 1 years,Python,50-249 employees,1-2, Microsoft Azure Cosmos DB 
854,35-39,Man,Sweden,Europa,Master’s degree,< 1 years,Python,50-249 employees,1-2, Amazon Redshift 
854,35-39,Man,Sweden,Europa,Master’s degree,< 1 years,Python,50-249 employees,1-2, Amazon RDS 
854,35-39,Man,Sweden,Europa,Master’s degree,< 1 years,Python,50-249 employees,1-2, Google Cloud BigQuery 
855,45-49,Man,Spain,Europa,Master’s degree,20+ years,Python,250-999 employees,0,MySQL 
855,45-49,Man,Spain,Europa,Master’s degree,20+ years,Python,250-999 employees,0, PostgreSQL 
856,25-29,Woman,China,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",20+,MySQL 
857,30-34,Man,Ghana,África,Master’s degree,1-3 years,Python,250-999 employees,3-4,MySQL 
858,45-49,Man,South Korea,Asia,Master’s degree,10-20 years,Python,"1000-9,999 employees",15-19,MySQL 
858,45-49,Man,South Korea,Asia,Master’s degree,10-20 years,Python,"1000-9,999 employees",15-19, SQLite 
859,40-44,Man,Philippines,Asia,Some college/university study without earning a bachelor’s degree,5-10 years,SQL,"1000-9,999 employees",20+, Microsoft SQL Server 
860,22-24,Prefer not to say,China,Asia,I prefer not to answer,1-3 years,Python,0-49 employees,0,MySQL 
861,35-39,Woman,United States of America,América del Norte,Bachelor’s degree,< 1 years,SQL,"1000-9,999 employees",3-4,MySQL 
861,35-39,Woman,United States of America,América del Norte,Bachelor’s degree,< 1 years,SQL,"1000-9,999 employees",3-4, PostgreSQL 
861,35-39,Woman,United States of America,América del Norte,Bachelor’s degree,< 1 years,SQL,"1000-9,999 employees",3-4, Microsoft SQL Server 
862,55-59,Woman,United States of America,América del Norte,Doctoral degree,1-3 years,Python,"1000-9,999 employees",0,
863,30-34,Man,Russia,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",20+,
864,40-44,Man,Argentina,América del Sur,Master’s degree,5-10 years,R,250-999 employees,1-2, None
865,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,1-3 years,SQL,"10,000 or more employees",20+, Amazon Redshift 
866,35-39,Woman,United States of America,América del Norte,Doctoral degree,10-20 years,Python,"10,000 or more employees",20+, PostgreSQL 
866,35-39,Woman,United States of America,América del Norte,Doctoral degree,10-20 years,Python,"10,000 or more employees",20+, Snowflake 
867,22-24,Man,"Iran, Islamic Republic of...",Asia,Bachelor’s degree,< 1 years,Python,50-249 employees,3-4, None
868,30-34,Man,Pakistan,Asia,Master’s degree,1-3 years,Python,"1000-9,999 employees",5-9,
869,40-44,Woman,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,5-10 years,Python,"10,000 or more employees",3-4,MySQL 
869,40-44,Woman,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,5-10 years,Python,"10,000 or more employees",3-4, PostgreSQL 
870,22-24,Man,Egypt,África,Bachelor’s degree,1-3 years,Java,0-49 employees,1-2,MySQL 
870,22-24,Man,Egypt,África,Bachelor’s degree,1-3 years,Java,0-49 employees,1-2, SQLite 
870,22-24,Man,Egypt,África,Bachelor’s degree,1-3 years,Java,0-49 employees,1-2, Oracle Database 
870,22-24,Man,Egypt,África,Bachelor’s degree,1-3 years,Java,0-49 employees,1-2, MongoDB 
870,22-24,Man,Egypt,África,Bachelor’s degree,1-3 years,Java,0-49 employees,1-2, IBM Db2 
870,22-24,Man,Egypt,África,Bachelor’s degree,1-3 years,Java,0-49 employees,1-2, Microsoft SQL Server 
870,22-24,Man,Egypt,África,Bachelor’s degree,1-3 years,Java,0-49 employees,1-2, Amazon Redshift 
870,22-24,Man,Egypt,África,Bachelor’s degree,1-3 years,Java,0-49 employees,1-2, Google Cloud BigQuery 
870,22-24,Man,Egypt,África,Bachelor’s degree,1-3 years,Java,0-49 employees,1-2, Google Cloud Firestore 
870,22-24,Man,Egypt,África,Bachelor’s degree,1-3 years,Java,0-49 employees,1-2, Google Cloud BigTable 
871,18-21,Man,Canada,América del Norte,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",5-9,
872,45-49,Woman,Canada,América del Norte,Master’s degree,5-10 years,SQL,50-249 employees,3-4,MySQL 
872,45-49,Woman,Canada,América del Norte,Master’s degree,5-10 years,SQL,50-249 employees,3-4, IBM Db2 
872,45-49,Woman,Canada,América del Norte,Master’s degree,5-10 years,SQL,50-249 employees,3-4, Microsoft SQL Server 
873,50-54,Man,Australia,Oceanía,Master’s degree,1-3 years,R,"10,000 or more employees",20+,
874,25-29,Woman,Kenya,África,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2,
875,35-39,Man,India,Asia,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",10-14,MySQL 
875,35-39,Man,India,Asia,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",10-14, SQLite 
876,25-29,Man,Portugal,Europa,Master’s degree,1-3 years,Python,"1000-9,999 employees",20+,
877,25-29,Man,Nigeria,África,Master’s degree,1-3 years,Python,50-249 employees,5-9,MySQL 
877,25-29,Man,Nigeria,África,Master’s degree,1-3 years,Python,50-249 employees,5-9, PostgreSQL 
877,25-29,Man,Nigeria,África,Master’s degree,1-3 years,Python,50-249 employees,5-9, SQLite 
878,30-34,Man,Other,,Bachelor’s degree,I have never written code,,250-999 employees,1-2,
879,25-29,Man,Nigeria,África,Bachelor’s degree,3-5 years,Python,0-49 employees,1-2, SQLite 
880,30-34,Woman,South Korea,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,,
881,30-34,Woman,Other,,Bachelor’s degree,5-10 years,Python,50-249 employees,1-2,
882,25-29,Man,India,Asia,Master’s degree,< 1 years,Python,0-49 employees,3-4,
883,25-29,Woman,India,Asia,Master’s degree,1-3 years,Python,50-249 employees,5-9,MySQL 
883,25-29,Woman,India,Asia,Master’s degree,1-3 years,Python,50-249 employees,5-9, Microsoft SQL Server 
884,25-29,Woman,United States of America,América del Norte,Master’s degree,1-3 years,SQL,0-49 employees,15-19, Microsoft SQL Server 
884,25-29,Woman,United States of America,América del Norte,Master’s degree,1-3 years,SQL,0-49 employees,15-19, Microsoft Azure SQL Database 
885,40-44,Man,United States of America,América del Norte,Master’s degree,1-3 years,C++,,,
886,22-24,Man,Bangladesh,Asia,Master’s degree,1-3 years,Java,250-999 employees,10-14, Microsoft SQL Server 
886,22-24,Man,Bangladesh,Asia,Master’s degree,1-3 years,Java,250-999 employees,10-14, Microsoft Azure SQL Database 
886,22-24,Man,Bangladesh,Asia,Master’s degree,1-3 years,Java,250-999 employees,10-14, Amazon RDS 
886,22-24,Man,Bangladesh,Asia,Master’s degree,1-3 years,Java,250-999 employees,10-14, Amazon DynamoDB 
886,22-24,Man,Bangladesh,Asia,Master’s degree,1-3 years,Java,250-999 employees,10-14, Google Cloud BigQuery 
886,22-24,Man,Bangladesh,Asia,Master’s degree,1-3 years,Java,250-999 employees,10-14, Google Cloud SQL 
886,22-24,Man,Bangladesh,Asia,Master’s degree,1-3 years,Java,250-999 employees,10-14, Google Cloud Firestore 
886,22-24,Man,Bangladesh,Asia,Master’s degree,1-3 years,Java,250-999 employees,10-14, Google Cloud BigTable 
887,25-29,Woman,United States of America,América del Norte,Master’s degree,5-10 years,SQL,"1000-9,999 employees",5-9, PostgreSQL 
887,25-29,Woman,United States of America,América del Norte,Master’s degree,5-10 years,SQL,"1000-9,999 employees",5-9, SQLite 
887,25-29,Woman,United States of America,América del Norte,Master’s degree,5-10 years,SQL,"1000-9,999 employees",5-9, Oracle Database 
887,25-29,Woman,United States of America,América del Norte,Master’s degree,5-10 years,SQL,"1000-9,999 employees",5-9, Snowflake 
887,25-29,Woman,United States of America,América del Norte,Master’s degree,5-10 years,SQL,"1000-9,999 employees",5-9, Microsoft SQL Server 
887,25-29,Woman,United States of America,América del Norte,Master’s degree,5-10 years,SQL,"1000-9,999 employees",5-9, Amazon Redshift 
887,25-29,Woman,United States of America,América del Norte,Master’s degree,5-10 years,SQL,"1000-9,999 employees",5-9, Amazon RDS 
888,35-39,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,0-49 employees,5-9, None
889,25-29,Man,Germany,Europa,Some college/university study without earning a bachelor’s degree,1-3 years,SQL,0-49 employees,3-4,
890,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,0,
891,60-69,Woman,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,I have never written code,,250-999 employees,1-2,
892,30-34,Man,United States of America,América del Norte,Master’s degree,3-5 years,Python,"1000-9,999 employees",20+, Microsoft SQL Server 
892,30-34,Man,United States of America,América del Norte,Master’s degree,3-5 years,Python,"1000-9,999 employees",20+, Amazon Redshift 
