,age,gender,q3,continente,q4,q6,q9,q21,q22
761,30-34,Man,Canada,América del Norte,Bachelor’s degree,3-5 years,Visual Studio Code (VSCode) ,"10,000 or more employees",20+
761,30-34,Man,Canada,América del Norte,Bachelor’s degree,3-5 years, Spyder,"10,000 or more employees",20+
761,30-34,Man,Canada,América del Norte,Bachelor’s degree,3-5 years, Notepad++,"10,000 or more employees",20+
761,30-34,Man,Canada,América del Norte,Bachelor’s degree,3-5 years, Sublime Text,"10,000 or more employees",20+
761,30-34,Man,Canada,América del Norte,Bachelor’s degree,3-5 years,Jupyter Notebook,"10,000 or more employees",20+
762,35-39,Man,Egypt,África,Bachelor’s degree,5-10 years,Jupyter-JupyterLab-JupyterNotebooks ,0-49 employees,0
762,35-39,Man,Egypt,África,Bachelor’s degree,5-10 years,Visual Studio ,0-49 employees,0
762,35-39,Man,Egypt,África,Bachelor’s degree,5-10 years,Visual Studio Code (VSCode) ,0-49 employees,0
762,35-39,Man,Egypt,África,Bachelor’s degree,5-10 years,Jupyter Notebook,0-49 employees,0
763,30-34,Man,Other,,Bachelor’s degree,1-3 years,RStudio ,"1000-9,999 employees",1-2
763,30-34,Man,Other,,Bachelor’s degree,1-3 years,Visual Studio ,"1000-9,999 employees",1-2
763,30-34,Man,Other,,Bachelor’s degree,1-3 years,PyCharm ,"1000-9,999 employees",1-2
764,30-34,Man,Nigeria,África,Master’s degree,1-3 years,Visual Studio Code (VSCode) ,0-49 employees,1-2
764,30-34,Man,Nigeria,África,Master’s degree,1-3 years,Jupyter Notebook,0-49 employees,1-2
765,45-49,Man,Colombia,América del Sur,Master’s degree,20+ years,Jupyter-JupyterLab-JupyterNotebooks ,50-249 employees,1-2
765,45-49,Man,Colombia,América del Sur,Master’s degree,20+ years,RStudio ,50-249 employees,1-2
765,45-49,Man,Colombia,América del Sur,Master’s degree,20+ years,Visual Studio Code (VSCode) ,50-249 employees,1-2
765,45-49,Man,Colombia,América del Sur,Master’s degree,20+ years,PyCharm ,50-249 employees,1-2
765,45-49,Man,Colombia,América del Sur,Master’s degree,20+ years, Spyder,50-249 employees,1-2
765,45-49,Man,Colombia,América del Sur,Master’s degree,20+ years, Notepad++,50-249 employees,1-2
765,45-49,Man,Colombia,América del Sur,Master’s degree,20+ years, Sublime Text,50-249 employees,1-2
765,45-49,Man,Colombia,América del Sur,Master’s degree,20+ years, Vim / Emacs,50-249 employees,1-2
766,18-21,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,< 1 years,Visual Studio Code (VSCode) ,"1000-9,999 employees",20+
766,18-21,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,< 1 years,Jupyter Notebook,"1000-9,999 employees",20+
767,55-59,Man,Canada,América del Norte,Master’s degree,10-20 years,Jupyter-JupyterLab-JupyterNotebooks ,0-49 employees,1-2
767,55-59,Man,Canada,América del Norte,Master’s degree,10-20 years,RStudio ,0-49 employees,1-2
767,55-59,Man,Canada,América del Norte,Master’s degree,10-20 years,Visual Studio ,0-49 employees,1-2
767,55-59,Man,Canada,América del Norte,Master’s degree,10-20 years,Visual Studio Code (VSCode) ,0-49 employees,1-2
767,55-59,Man,Canada,América del Norte,Master’s degree,10-20 years,PyCharm ,0-49 employees,1-2
767,55-59,Man,Canada,América del Norte,Master’s degree,10-20 years, Notepad++,0-49 employees,1-2
767,55-59,Man,Canada,América del Norte,Master’s degree,10-20 years, Sublime Text,0-49 employees,1-2
767,55-59,Man,Canada,América del Norte,Master’s degree,10-20 years,MATLAB ,0-49 employees,1-2
767,55-59,Man,Canada,América del Norte,Master’s degree,10-20 years,Jupyter Notebook,0-49 employees,1-2
768,25-29,Man,India,Asia,Master’s degree,10-20 years,Jupyter-JupyterLab-JupyterNotebooks ,"10,000 or more employees",3-4
768,25-29,Man,India,Asia,Master’s degree,10-20 years,Jupyter Notebook,"10,000 or more employees",3-4
769,50-54,Man,Israel,Asia,Master’s degree,10-20 years, Other,"1000-9,999 employees",1-2
770,40-44,Prefer not to say,United States of America,América del Norte,Doctoral degree,10-20 years,Visual Studio Code (VSCode) ,"1000-9,999 employees",1-2
771,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Visual Studio Code (VSCode) ,,
771,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,PyCharm ,,
772,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,RStudio ,"10,000 or more employees",10-14
772,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,Visual Studio Code (VSCode) ,"10,000 or more employees",10-14
772,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,Jupyter Notebook,"10,000 or more employees",10-14
773,35-39,Prefer not to say,Germany,Europa,Doctoral degree,10-20 years,PyCharm ,,
773,35-39,Prefer not to say,Germany,Europa,Doctoral degree,10-20 years,Jupyter Notebook,,
774,22-24,Man,Egypt,África,Bachelor’s degree,1-3 years,Visual Studio Code (VSCode) ,50-249 employees,0
774,22-24,Man,Egypt,África,Bachelor’s degree,1-3 years,Jupyter Notebook,50-249 employees,0
775,18-21,Man,I do not wish to disclose my location,NS/NC,Bachelor’s degree,1-3 years, None,"1000-9,999 employees",0
776,25-29,Woman,Saudi Arabia,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,0-49 employees,1-2
777,22-24,Woman,Kenya,África,Bachelor’s degree,1-3 years,RStudio ,250-999 employees,3-4
777,22-24,Woman,Kenya,África,Bachelor’s degree,1-3 years,MATLAB ,250-999 employees,3-4
778,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,Jupyter Notebook,50-249 employees,20+
779,45-49,Man,Netherlands,Europa,Bachelor’s degree,20+ years,RStudio ,"10,000 or more employees",20+
779,45-49,Man,Netherlands,Europa,Bachelor’s degree,20+ years, Notepad++,"10,000 or more employees",20+
780,25-29,Man,Canada,América del Norte,Master’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,"10,000 or more employees",20+
780,25-29,Man,Canada,América del Norte,Master’s degree,1-3 years,RStudio ,"10,000 or more employees",20+
780,25-29,Man,Canada,América del Norte,Master’s degree,1-3 years,Visual Studio Code (VSCode) ,"10,000 or more employees",20+
780,25-29,Man,Canada,América del Norte,Master’s degree,1-3 years, Notepad++,"10,000 or more employees",20+
780,25-29,Man,Canada,América del Norte,Master’s degree,1-3 years,Jupyter Notebook,"10,000 or more employees",20+
781,30-34,Man,Bangladesh,Asia,No formal education past high school,3-5 years,Visual Studio Code (VSCode) ,0-49 employees,0
781,30-34,Man,Bangladesh,Asia,No formal education past high school,3-5 years,PyCharm ,0-49 employees,0
781,30-34,Man,Bangladesh,Asia,No formal education past high school,3-5 years, Sublime Text,0-49 employees,0
781,30-34,Man,Bangladesh,Asia,No formal education past high school,3-5 years,Jupyter Notebook,0-49 employees,0
782,25-29,Man,India,Asia,Doctoral degree,3-5 years,Visual Studio ,0-49 employees,1-2
782,25-29,Man,India,Asia,Doctoral degree,3-5 years, Notepad++,0-49 employees,1-2
783,30-34,Woman,Colombia,América del Sur,Master’s degree,3-5 years,Jupyter-JupyterLab-JupyterNotebooks ,"1000-9,999 employees",3-4
783,30-34,Woman,Colombia,América del Sur,Master’s degree,3-5 years,RStudio ,"1000-9,999 employees",3-4
783,30-34,Woman,Colombia,América del Sur,Master’s degree,3-5 years, Spyder,"1000-9,999 employees",3-4
783,30-34,Woman,Colombia,América del Sur,Master’s degree,3-5 years, Sublime Text,"1000-9,999 employees",3-4
783,30-34,Woman,Colombia,América del Sur,Master’s degree,3-5 years,Jupyter Notebook,"1000-9,999 employees",3-4
784,30-34,Man,Nigeria,África,Bachelor’s degree,1-3 years, Sublime Text,"1000-9,999 employees",5-9
785,25-29,Man,Russia,Asia,Master’s degree,3-5 years,PyCharm ,"1000-9,999 employees",20+
785,25-29,Man,Russia,Asia,Master’s degree,3-5 years,Jupyter Notebook,"1000-9,999 employees",20+
786,30-34,Man,Canada,América del Norte,Master’s degree,5-10 years,Jupyter-JupyterLab-JupyterNotebooks ,50-249 employees,1-2
787,18-21,Man,Russia,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,PyCharm ,250-999 employees,10-14
787,18-21,Man,Russia,Asia,Some college/university study without earning a bachelor’s degree,< 1 years, Notepad++,250-999 employees,10-14
788,30-34,Man,Sweden,Europa,Master’s degree,5-10 years,Jupyter-JupyterLab-JupyterNotebooks ,,
788,30-34,Man,Sweden,Europa,Master’s degree,5-10 years,RStudio ,,
788,30-34,Man,Sweden,Europa,Master’s degree,5-10 years,PyCharm ,,
788,30-34,Man,Sweden,Europa,Master’s degree,5-10 years,Jupyter Notebook,,
789,45-49,Man,Italy,Europa,Bachelor’s degree,10-20 years,Visual Studio Code (VSCode) ,250-999 employees,5-9
789,45-49,Man,Italy,Europa,Bachelor’s degree,10-20 years,PyCharm ,250-999 employees,5-9
789,45-49,Man,Italy,Europa,Bachelor’s degree,10-20 years, Notepad++,250-999 employees,5-9
789,45-49,Man,Italy,Europa,Bachelor’s degree,10-20 years,Jupyter Notebook,250-999 employees,5-9
790,25-29,Woman,Viet Nam,Asia,Master’s degree,< 1 years, None,"10,000 or more employees",3-4
791,30-34,Man,Brazil,América del Sur,Bachelor’s degree,< 1 years,PyCharm ,"1000-9,999 employees",1-2
791,30-34,Man,Brazil,América del Sur,Bachelor’s degree,< 1 years, Spyder,"1000-9,999 employees",1-2
791,30-34,Man,Brazil,América del Sur,Bachelor’s degree,< 1 years,Jupyter Notebook,"1000-9,999 employees",1-2
792,22-24,Woman,India,Asia,Professional doctorate,I have never written code,,"1000-9,999 employees",20+
793,25-29,Woman,India,Asia,Bachelor’s degree,< 1 years,Jupyter Notebook,250-999 employees,0
794,22-24,Man,Egypt,África,Master’s degree,3-5 years,Jupyter-JupyterLab-JupyterNotebooks ,250-999 employees,3-4
794,22-24,Man,Egypt,África,Master’s degree,3-5 years,RStudio ,250-999 employees,3-4
794,22-24,Man,Egypt,África,Master’s degree,3-5 years,Visual Studio ,250-999 employees,3-4
794,22-24,Man,Egypt,África,Master’s degree,3-5 years,Visual Studio Code (VSCode) ,250-999 employees,3-4
794,22-24,Man,Egypt,África,Master’s degree,3-5 years,PyCharm ,250-999 employees,3-4
794,22-24,Man,Egypt,África,Master’s degree,3-5 years, Spyder,250-999 employees,3-4
794,22-24,Man,Egypt,África,Master’s degree,3-5 years, Notepad++,250-999 employees,3-4
794,22-24,Man,Egypt,África,Master’s degree,3-5 years,Jupyter Notebook,250-999 employees,3-4
795,40-44,Man,Peru,América del Sur,Master’s degree,< 1 years,RStudio ,0-49 employees,0
795,40-44,Man,Peru,América del Sur,Master’s degree,< 1 years,Visual Studio ,0-49 employees,0
795,40-44,Man,Peru,América del Sur,Master’s degree,< 1 years, Spyder,0-49 employees,0
795,40-44,Man,Peru,América del Sur,Master’s degree,< 1 years,Jupyter Notebook,0-49 employees,0
796,40-44,Man,Poland,Europa,Master’s degree,3-5 years, Spyder,"10,000 or more employees",1-2
796,40-44,Man,Poland,Europa,Master’s degree,3-5 years, Notepad++,"10,000 or more employees",1-2
796,40-44,Man,Poland,Europa,Master’s degree,3-5 years,Jupyter Notebook,"10,000 or more employees",1-2
797,50-54,Man,Belgium,Europa,Master’s degree,20+ years,Jupyter-JupyterLab-JupyterNotebooks ,"1000-9,999 employees",3-4
797,50-54,Man,Belgium,Europa,Master’s degree,20+ years,Jupyter Notebook,"1000-9,999 employees",3-4
798,22-24,Man,Bangladesh,Asia,Some college/university study without earning a bachelor’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,0-49 employees,1-2
798,22-24,Man,Bangladesh,Asia,Some college/university study without earning a bachelor’s degree,1-3 years,Jupyter Notebook,0-49 employees,1-2
799,18-21,Man,Egypt,África,Bachelor’s degree,1-3 years,PyCharm ,0-49 employees,20+
799,18-21,Man,Egypt,África,Bachelor’s degree,1-3 years, Spyder,0-49 employees,20+
799,18-21,Man,Egypt,África,Bachelor’s degree,1-3 years,Jupyter Notebook,0-49 employees,20+
800,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,PyCharm ,"10,000 or more employees",3-4
800,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years, Notepad++,"10,000 or more employees",3-4
800,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,Jupyter Notebook,"10,000 or more employees",3-4
801,25-29,Man,India,Asia,Doctoral degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,0-49 employees,3-4
801,25-29,Man,India,Asia,Doctoral degree,1-3 years,Visual Studio Code (VSCode) ,0-49 employees,3-4
801,25-29,Man,India,Asia,Doctoral degree,1-3 years,PyCharm ,0-49 employees,3-4
801,25-29,Man,India,Asia,Doctoral degree,1-3 years, Notepad++,0-49 employees,3-4
801,25-29,Man,India,Asia,Doctoral degree,1-3 years,Jupyter Notebook,0-49 employees,3-4
802,25-29,Man,India,Asia,Bachelor’s degree,I have never written code,,"10,000 or more employees",20+
803,45-49,Woman,United States of America,América del Norte,Bachelor’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,250-999 employees,5-9
803,45-49,Woman,United States of America,América del Norte,Bachelor’s degree,1-3 years,Visual Studio ,250-999 employees,5-9
803,45-49,Woman,United States of America,América del Norte,Bachelor’s degree,1-3 years,PyCharm ,250-999 employees,5-9
804,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Jupyter Notebook,,
805,30-34,Man,Thailand,Asia,Master’s degree,< 1 years,RStudio ,50-249 employees,0
805,30-34,Man,Thailand,Asia,Master’s degree,< 1 years,Jupyter Notebook,50-249 employees,0
806,35-39,Man,Nigeria,África,Bachelor’s degree,1-3 years,RStudio ,"1000-9,999 employees",10-14
807,45-49,Man,Egypt,África,Bachelor’s degree,< 1 years,RStudio ,50-249 employees,0
807,45-49,Man,Egypt,África,Bachelor’s degree,< 1 years,Visual Studio Code (VSCode) ,50-249 employees,0
807,45-49,Man,Egypt,África,Bachelor’s degree,< 1 years,PyCharm ,50-249 employees,0
808,22-24,Woman,India,Asia,Master’s degree,1-3 years,RStudio ,0-49 employees,0
808,22-24,Woman,India,Asia,Master’s degree,1-3 years, Notepad++,0-49 employees,0
808,22-24,Woman,India,Asia,Master’s degree,1-3 years,Jupyter Notebook,0-49 employees,0
809,25-29,Woman,Viet Nam,Asia,Master’s degree,I have never written code,,"10,000 or more employees",20+
810,25-29,Man,Colombia,América del Sur,Bachelor’s degree,3-5 years,RStudio ,"10,000 or more employees",15-19
810,25-29,Man,Colombia,América del Sur,Bachelor’s degree,3-5 years,Visual Studio ,"10,000 or more employees",15-19
810,25-29,Man,Colombia,América del Sur,Bachelor’s degree,3-5 years,Jupyter Notebook,"10,000 or more employees",15-19
811,22-24,Man,Pakistan,Asia,Bachelor’s degree,1-3 years,RStudio ,0-49 employees,1-2
811,22-24,Man,Pakistan,Asia,Bachelor’s degree,1-3 years,Visual Studio ,0-49 employees,1-2
811,22-24,Man,Pakistan,Asia,Bachelor’s degree,1-3 years,Visual Studio Code (VSCode) ,0-49 employees,1-2
811,22-24,Man,Pakistan,Asia,Bachelor’s degree,1-3 years,PyCharm ,0-49 employees,1-2
812,40-44,Man,France,Europa,Bachelor’s degree,< 1 years,RStudio ,0-49 employees,1-2
812,40-44,Man,France,Europa,Bachelor’s degree,< 1 years,PyCharm ,0-49 employees,1-2
812,40-44,Man,France,Europa,Bachelor’s degree,< 1 years,MATLAB ,0-49 employees,1-2
812,40-44,Man,France,Europa,Bachelor’s degree,< 1 years,Jupyter Notebook,0-49 employees,1-2
813,30-34,Man,India,Asia,Master’s degree,1-3 years,PyCharm ,"1000-9,999 employees",10-14
814,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,MATLAB ,"10,000 or more employees",3-4
814,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,"10,000 or more employees",3-4
815,25-29,Man,Colombia,América del Sur,Master’s degree,1-3 years,Visual Studio Code (VSCode) ,"1000-9,999 employees",3-4
815,25-29,Man,Colombia,América del Sur,Master’s degree,1-3 years,Jupyter Notebook,"1000-9,999 employees",3-4
816,25-29,Woman,India,Asia,Bachelor’s degree,3-5 years,Jupyter-JupyterLab-JupyterNotebooks ,"10,000 or more employees",3-4
817,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,0-49 employees,0
818,35-39,Man,United States of America,América del Norte,Professional doctorate,1-3 years,RStudio ,"10,000 or more employees",20+
819,45-49,Man,Poland,Europa,Master’s degree,5-10 years,Jupyter-JupyterLab-JupyterNotebooks ,"1000-9,999 employees",1-2
819,45-49,Man,Poland,Europa,Master’s degree,5-10 years,PyCharm ,"1000-9,999 employees",1-2
819,45-49,Man,Poland,Europa,Master’s degree,5-10 years, Spyder,"1000-9,999 employees",1-2
819,45-49,Man,Poland,Europa,Master’s degree,5-10 years, Sublime Text,"1000-9,999 employees",1-2
820,22-24,Prefer not to say,India,Asia,Doctoral degree,< 1 years, None,"10,000 or more employees",10-14
821,25-29,Man,India,Asia,Master’s degree,< 1 years,RStudio ,50-249 employees,0
821,25-29,Man,India,Asia,Master’s degree,< 1 years, Spyder,50-249 employees,0
821,25-29,Man,India,Asia,Master’s degree,< 1 years,Jupyter Notebook,50-249 employees,0
822,25-29,Man,Mexico,América del Sur,Bachelor’s degree,< 1 years,RStudio ,250-999 employees,10-14
822,25-29,Man,Mexico,América del Sur,Bachelor’s degree,< 1 years,Jupyter Notebook,250-999 employees,10-14
823,25-29,Man,Nigeria,África,Master’s degree,1-3 years,PyCharm ,0-49 employees,15-19
823,25-29,Man,Nigeria,África,Master’s degree,1-3 years, Notepad++,0-49 employees,15-19
823,25-29,Man,Nigeria,África,Master’s degree,1-3 years,Jupyter Notebook,0-49 employees,15-19
824,30-34,Woman,United States of America,América del Norte,Master’s degree,5-10 years, Sublime Text,"10,000 or more employees",20+
824,30-34,Woman,United States of America,América del Norte,Master’s degree,5-10 years,Jupyter Notebook,"10,000 or more employees",20+
825,30-34,Woman,Russia,Asia,I prefer not to answer,1-3 years,RStudio ,"1000-9,999 employees",10-14
825,30-34,Woman,Russia,Asia,I prefer not to answer,1-3 years,PyCharm ,"1000-9,999 employees",10-14
825,30-34,Woman,Russia,Asia,I prefer not to answer,1-3 years,Jupyter Notebook,"1000-9,999 employees",10-14
826,25-29,Woman,Poland,Europa,Master’s degree,1-3 years,PyCharm ,50-249 employees,3-4
827,22-24,Woman,India,Asia,Master’s degree,3-5 years,Jupyter-JupyterLab-JupyterNotebooks ,0-49 employees,1-2
827,22-24,Woman,India,Asia,Master’s degree,3-5 years,PyCharm ,0-49 employees,1-2
